HEADER[~&~	~&~ENTITY_EMAIL_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENT_TYP_CD::VARCHAR~&~	~&~EMAIL_TYP_CD::VARCHAR~&~	~&~EMAIL_ADDR::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS1820'~&~	~&~'KFS-TEM-KRIM-EMAIL-0681'~&~	~&~'1'~&~	~&~'KFS3482'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lzham@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1821'~&~	~&~'KFS-TEM-KRIM-EMAIL-0682'~&~	~&~'1'~&~	~&~'KFS3994'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'qthao@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1822'~&~	~&~'KFS-TEM-KRIM-EMAIL-0683'~&~	~&~'1'~&~	~&~'KFS2971'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bhollifi@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1823'~&~	~&~'KFS-TEM-KRIM-EMAIL-0684'~&~	~&~'1'~&~	~&~'KFS2860'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'wjwitte@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1824'~&~	~&~'KFS-TEM-KRIM-EMAIL-0685'~&~	~&~'1'~&~	~&~'KFS3178'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gducharm@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1825'~&~	~&~'KFS-TEM-KRIM-EMAIL-0686'~&~	~&~'1'~&~	~&~'KFS2886'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'sshaughn@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1826'~&~	~&~'KFS-TEM-KRIM-EMAIL-0687'~&~	~&~'1'~&~	~&~'KFS2843'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'vlaroche@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1827'~&~	~&~'KFS-TEM-KRIM-EMAIL-0688'~&~	~&~'1'~&~	~&~'KFS2980'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'hberger@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1828'~&~	~&~'KFS-TEM-KRIM-EMAIL-0689'~&~	~&~'1'~&~	~&~'KFS3419'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'gposton@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1829'~&~	~&~'KFS-TEM-KRIM-EMAIL-0690'~&~	~&~'1'~&~	~&~'KFS1545'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'ggaray@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1830'~&~	~&~'KFS-TEM-KRIM-EMAIL-0691'~&~	~&~'1'~&~	~&~'KFS3502'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rjkobaya@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1831'~&~	~&~'KFS-TEM-KRIM-EMAIL-0692'~&~	~&~'1'~&~	~&~'KFS3721'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tjnunn@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1832'~&~	~&~'KFS-TEM-KRIM-EMAIL-0693'~&~	~&~'1'~&~	~&~'KFS3847'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tjkeenan@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1833'~&~	~&~'KFS-TEM-KRIM-EMAIL-0694'~&~	~&~'1'~&~	~&~'KFS3257'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rbrannen@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1834'~&~	~&~'KFS-TEM-KRIM-EMAIL-0695'~&~	~&~'1'~&~	~&~'KFS3103'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jtrueblo@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1835'~&~	~&~'KFS-TEM-KRIM-EMAIL-0696'~&~	~&~'1'~&~	~&~'KFS3812'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'striccia@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1836'~&~	~&~'KFS-TEM-KRIM-EMAIL-0697'~&~	~&~'1'~&~	~&~'KFS3619'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'bmcalpin@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1837'~&~	~&~'KFS-TEM-KRIM-EMAIL-0698'~&~	~&~'1'~&~	~&~'KFS3937'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jkcurtis@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1838'~&~	~&~'KFS-TEM-KRIM-EMAIL-0699'~&~	~&~'1'~&~	~&~'KFS3690'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rkrhone@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1839'~&~	~&~'KFS-TEM-KRIM-EMAIL-0700'~&~	~&~'1'~&~	~&~'KFS3011'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'cgillam@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1840'~&~	~&~'KFS-TEM-KRIM-EMAIL-0701'~&~	~&~'1'~&~	~&~'KFS3098'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'akfix@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1841'~&~	~&~'KFS-TEM-KRIM-EMAIL-0702'~&~	~&~'1'~&~	~&~'KFS2782'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rerumsey@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1842'~&~	~&~'KFS-TEM-KRIM-EMAIL-0703'~&~	~&~'1'~&~	~&~'KFS3136'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'skgant@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1843'~&~	~&~'KFS-TEM-KRIM-EMAIL-0704'~&~	~&~'1'~&~	~&~'KFS2774'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'appleton@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1844'~&~	~&~'KFS-TEM-KRIM-EMAIL-0705'~&~	~&~'1'~&~	~&~'KFS3980'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mkbooker@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1845'~&~	~&~'KFS-TEM-KRIM-EMAIL-0706'~&~	~&~'1'~&~	~&~'KFS3093'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mkcuster@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1846'~&~	~&~'KFS-TEM-KRIM-EMAIL-0707'~&~	~&~'1'~&~	~&~'KFS3297'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'sreams@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1847'~&~	~&~'KFS-TEM-KRIM-EMAIL-0708'~&~	~&~'1'~&~	~&~'KFS2595'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mrawlins@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1848'~&~	~&~'KFS-TEM-KRIM-EMAIL-0709'~&~	~&~'1'~&~	~&~'KFS2796'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rose@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1849'~&~	~&~'KFS-TEM-KRIM-EMAIL-0710'~&~	~&~'1'~&~	~&~'KFS4025'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'apfister@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1850'~&~	~&~'KFS-TEM-KRIM-EMAIL-0711'~&~	~&~'1'~&~	~&~'KFS3707'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'ekhallid@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1851'~&~	~&~'KFS-TEM-KRIM-EMAIL-0712'~&~	~&~'1'~&~	~&~'KFS3948'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'akpisano@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1852'~&~	~&~'KFS-TEM-KRIM-EMAIL-0713'~&~	~&~'1'~&~	~&~'KFS3694'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'nsingh@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1853'~&~	~&~'KFS-TEM-KRIM-EMAIL-0714'~&~	~&~'1'~&~	~&~'KFS3819'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'ekarella@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1854'~&~	~&~'KFS-TEM-KRIM-EMAIL-0715'~&~	~&~'1'~&~	~&~'KFS2018'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'kkherefo@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1855'~&~	~&~'KFS-TEM-KRIM-EMAIL-0716'~&~	~&~'1'~&~	~&~'KFS1079'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rodrigue@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1856'~&~	~&~'KFS-TEM-KRIM-EMAIL-0717'~&~	~&~'1'~&~	~&~'KFS3925'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'nsoper@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1857'~&~	~&~'KFS-TEM-KRIM-EMAIL-0718'~&~	~&~'1'~&~	~&~'KFS3747'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rverdin@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1858'~&~	~&~'KFS-TEM-KRIM-EMAIL-0719'~&~	~&~'1'~&~	~&~'KFS3081'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rruffner@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1859'~&~	~&~'KFS-TEM-KRIM-EMAIL-0720'~&~	~&~'1'~&~	~&~'KFS3524'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mbernard@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1860'~&~	~&~'KFS-TEM-KRIM-EMAIL-0721'~&~	~&~'1'~&~	~&~'KFS2822'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lkmulkey@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1861'~&~	~&~'KFS-TEM-KRIM-EMAIL-0722'~&~	~&~'1'~&~	~&~'KFS3165'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jloeffle@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1862'~&~	~&~'KFS-TEM-KRIM-EMAIL-0723'~&~	~&~'1'~&~	~&~'KFS3288'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lkshifle@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1863'~&~	~&~'KFS-TEM-KRIM-EMAIL-0724'~&~	~&~'1'~&~	~&~'KFS3656'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lmcclure@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1864'~&~	~&~'KFS-TEM-KRIM-EMAIL-0725'~&~	~&~'1'~&~	~&~'KFS3138'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'wklykins@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1865'~&~	~&~'KFS-TEM-KRIM-EMAIL-0726'~&~	~&~'1'~&~	~&~'KFS3922'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rklombar@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1866'~&~	~&~'KFS-TEM-KRIM-EMAIL-0727'~&~	~&~'1'~&~	~&~'KFS3034'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mcallaha@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1867'~&~	~&~'KFS-TEM-KRIM-EMAIL-0728'~&~	~&~'1'~&~	~&~'KFS3924'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jlemerso@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1868'~&~	~&~'KFS-TEM-KRIM-EMAIL-0729'~&~	~&~'1'~&~	~&~'KFS3466'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mllargen@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1869'~&~	~&~'KFS-TEM-KRIM-EMAIL-0730'~&~	~&~'1'~&~	~&~'KFS3083'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'smorell@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1870'~&~	~&~'KFS-TEM-KRIM-EMAIL-0731'~&~	~&~'1'~&~	~&~'KFS2770'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mckamey@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1871'~&~	~&~'KFS-TEM-KRIM-EMAIL-0732'~&~	~&~'1'~&~	~&~'KFS3998'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'ngerald@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1872'~&~	~&~'KFS-TEM-KRIM-EMAIL-0733'~&~	~&~'1'~&~	~&~'KFS3797'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'dmanley@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1873'~&~	~&~'KFS-TEM-KRIM-EMAIL-0734'~&~	~&~'1'~&~	~&~'KFS3277'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'llblake@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1874'~&~	~&~'KFS-TEM-KRIM-EMAIL-0735'~&~	~&~'1'~&~	~&~'KFS3056'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rkeyser@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1875'~&~	~&~'KFS-TEM-KRIM-EMAIL-0736'~&~	~&~'1'~&~	~&~'KFS3961'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'damanzan@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1876'~&~	~&~'KFS-TEM-KRIM-EMAIL-0737'~&~	~&~'1'~&~	~&~'KFS3431'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'klshenk@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1877'~&~	~&~'KFS-TEM-KRIM-EMAIL-0738'~&~	~&~'1'~&~	~&~'KFS3150'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lboone@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1878'~&~	~&~'KFS-TEM-KRIM-EMAIL-0739'~&~	~&~'1'~&~	~&~'KFS3235'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rlbaldwi@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1879'~&~	~&~'KFS-TEM-KRIM-EMAIL-0740'~&~	~&~'1'~&~	~&~'KFS2878'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mbrochu@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1880'~&~	~&~'KFS-TEM-KRIM-EMAIL-0741'~&~	~&~'1'~&~	~&~'KFS3332'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'moloughl@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1881'~&~	~&~'KFS-TEM-KRIM-EMAIL-0742'~&~	~&~'1'~&~	~&~'KFS4036'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'abney@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1882'~&~	~&~'KFS-TEM-KRIM-EMAIL-0743'~&~	~&~'1'~&~	~&~'KFS3182'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mforster@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1883'~&~	~&~'KFS-TEM-KRIM-EMAIL-0744'~&~	~&~'1'~&~	~&~'KFS2795'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tbyron@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1884'~&~	~&~'KFS-TEM-KRIM-EMAIL-0745'~&~	~&~'1'~&~	~&~'KFS4000'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'tlporter@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1885'~&~	~&~'KFS-TEM-KRIM-EMAIL-0746'~&~	~&~'1'~&~	~&~'KFS3963'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'pgannon@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1886'~&~	~&~'KFS-TEM-KRIM-EMAIL-0747'~&~	~&~'1'~&~	~&~'KFS3622'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'klbaran@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1887'~&~	~&~'KFS-TEM-KRIM-EMAIL-0748'~&~	~&~'1'~&~	~&~'KFS2951'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'clgrossm@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1888'~&~	~&~'KFS-TEM-KRIM-EMAIL-0749'~&~	~&~'1'~&~	~&~'KFS2848'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'dlcarl@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1889'~&~	~&~'KFS-TEM-KRIM-EMAIL-0750'~&~	~&~'1'~&~	~&~'KFS3938'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'joreddic@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1890'~&~	~&~'KFS-TEM-KRIM-EMAIL-0751'~&~	~&~'1'~&~	~&~'KFS1138'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'adcochra@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1891'~&~	~&~'KFS-TEM-KRIM-EMAIL-0752'~&~	~&~'1'~&~	~&~'KFS3049'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'elmchenr@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1892'~&~	~&~'KFS-TEM-KRIM-EMAIL-0753'~&~	~&~'1'~&~	~&~'KFS3486'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'aharter@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1893'~&~	~&~'KFS-TEM-KRIM-EMAIL-0754'~&~	~&~'1'~&~	~&~'KFS3593'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'swickham@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1894'~&~	~&~'KFS-TEM-KRIM-EMAIL-0755'~&~	~&~'1'~&~	~&~'KFS3858'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rothurmo@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1895'~&~	~&~'KFS-TEM-KRIM-EMAIL-0756'~&~	~&~'1'~&~	~&~'KFS2779'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'graff@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1896'~&~	~&~'KFS-TEM-KRIM-EMAIL-0757'~&~	~&~'1'~&~	~&~'KFS3965'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'jlconnel@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1897'~&~	~&~'KFS-TEM-KRIM-EMAIL-0758'~&~	~&~'1'~&~	~&~'KFS1082'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'rmoneil@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1898'~&~	~&~'KFS-TEM-KRIM-EMAIL-0759'~&~	~&~'1'~&~	~&~'KFS3308'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'lmjarboe@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1899'~&~	~&~'KFS-TEM-KRIM-EMAIL-0760'~&~	~&~'1'~&~	~&~'KFS1525'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'wgrillo@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1900'~&~	~&~'KFS-TEM-KRIM-EMAIL-0761'~&~	~&~'1'~&~	~&~'KFS1102'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'biworces@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1901'~&~	~&~'KFS-TEM-KRIM-EMAIL-0762'~&~	~&~'1'~&~	~&~'KFS3885'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'emalpert@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1902'~&~	~&~'KFS-TEM-KRIM-EMAIL-0763'~&~	~&~'1'~&~	~&~'KFS3227'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'smvansco@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1903'~&~	~&~'KFS-TEM-KRIM-EMAIL-0764'~&~	~&~'1'~&~	~&~'KFS4014'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'mmdilley@kuali.org'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
