HEADER[~&~	~&~ENTITY_ADDR_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENT_TYP_CD::VARCHAR~&~	~&~ADDR_TYP_CD::VARCHAR~&~	~&~ADDR_LINE_1::VARCHAR~&~	~&~ADDR_LINE_2::VARCHAR~&~	~&~ADDR_LINE_3::VARCHAR~&~	~&~CITY::VARCHAR~&~	~&~STATE_PVC_CD::VARCHAR~&~	~&~POSTAL_CD::VARCHAR~&~	~&~POSTAL_CNTRY_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~ATTN_LINE::VARCHAR~&~	~&~ADDR_FMT::VARCHAR~&~	~&~MOD_DT::TIMESTAMP~&~	~&~VALID_DT::TIMESTAMP~&~	~&~VALID_IND::VARCHAR~&~	~&~NOTE_MSG::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'10850'~&~	~&~'KFS-TEM-KRIM-ADDR-0851'~&~	~&~'1'~&~	~&~'KFS3567'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10851'~&~	~&~'KFS-TEM-KRIM-ADDR-0852'~&~	~&~'1'~&~	~&~'KFS3293'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10852'~&~	~&~'KFS-TEM-KRIM-ADDR-0853'~&~	~&~'1'~&~	~&~'KFS1039'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10853'~&~	~&~'KFS-TEM-KRIM-ADDR-0854'~&~	~&~'1'~&~	~&~'KFS3435'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10854'~&~	~&~'KFS-TEM-KRIM-ADDR-0855'~&~	~&~'1'~&~	~&~'KFS3441'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10855'~&~	~&~'KFS-TEM-KRIM-ADDR-0856'~&~	~&~'1'~&~	~&~'KFS3577'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10856'~&~	~&~'KFS-TEM-KRIM-ADDR-0857'~&~	~&~'1'~&~	~&~'KFS3208'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10857'~&~	~&~'KFS-TEM-KRIM-ADDR-0858'~&~	~&~'1'~&~	~&~'KFS3734'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10858'~&~	~&~'KFS-TEM-KRIM-ADDR-0859'~&~	~&~'1'~&~	~&~'KFS2765'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10859'~&~	~&~'KFS-TEM-KRIM-ADDR-0860'~&~	~&~'1'~&~	~&~'KFS3575'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10860'~&~	~&~'KFS-TEM-KRIM-ADDR-0861'~&~	~&~'1'~&~	~&~'KFS1008'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10861'~&~	~&~'KFS-TEM-KRIM-ADDR-0862'~&~	~&~'1'~&~	~&~'KFS2053'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10862'~&~	~&~'KFS-TEM-KRIM-ADDR-0863'~&~	~&~'1'~&~	~&~'KFS4023'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10863'~&~	~&~'KFS-TEM-KRIM-ADDR-0864'~&~	~&~'1'~&~	~&~'KFS1053'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10864'~&~	~&~'KFS-TEM-KRIM-ADDR-0865'~&~	~&~'1'~&~	~&~'KFS2890'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10865'~&~	~&~'KFS-TEM-KRIM-ADDR-0866'~&~	~&~'1'~&~	~&~'KFS1024'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10866'~&~	~&~'KFS-TEM-KRIM-ADDR-0867'~&~	~&~'1'~&~	~&~'KFS3262'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10867'~&~	~&~'KFS-TEM-KRIM-ADDR-0868'~&~	~&~'1'~&~	~&~'KFS3090'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10868'~&~	~&~'KFS-TEM-KRIM-ADDR-0869'~&~	~&~'1'~&~	~&~'KFS3354'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10869'~&~	~&~'KFS-TEM-KRIM-ADDR-1180'~&~	~&~'1'~&~	~&~'KFS3566'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10870'~&~	~&~'KFS-TEM-KRIM-ADDR-1181'~&~	~&~'1'~&~	~&~'KFS3918'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10871'~&~	~&~'KFS-TEM-KRIM-ADDR-1182'~&~	~&~'1'~&~	~&~'KFS1019'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10872'~&~	~&~'KFS-TEM-KRIM-ADDR-1183'~&~	~&~'1'~&~	~&~'KFS4044'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10873'~&~	~&~'KFS-TEM-KRIM-ADDR-1184'~&~	~&~'1'~&~	~&~'KFS3092'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10874'~&~	~&~'KFS-TEM-KRIM-ADDR-1185'~&~	~&~'1'~&~	~&~'KFS3895'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10875'~&~	~&~'KFS-TEM-KRIM-ADDR-1186'~&~	~&~'1'~&~	~&~'KFS2747'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10876'~&~	~&~'KFS-TEM-KRIM-ADDR-1187'~&~	~&~'1'~&~	~&~'KFS3855'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10877'~&~	~&~'KFS-TEM-KRIM-ADDR-1188'~&~	~&~'1'~&~	~&~'KFS2602'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10878'~&~	~&~'KFS-TEM-KRIM-ADDR-1189'~&~	~&~'1'~&~	~&~'KFS3512'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10879'~&~	~&~'KFS-TEM-KRIM-ADDR-1190'~&~	~&~'1'~&~	~&~'KFS3989'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10880'~&~	~&~'KFS-TEM-KRIM-ADDR-1191'~&~	~&~'1'~&~	~&~'KFS3120'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10881'~&~	~&~'KFS-TEM-KRIM-ADDR-1192'~&~	~&~'1'~&~	~&~'KFS3519'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10882'~&~	~&~'KFS-TEM-KRIM-ADDR-1193'~&~	~&~'1'~&~	~&~'KFS3748'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10883'~&~	~&~'KFS-TEM-KRIM-ADDR-1194'~&~	~&~'1'~&~	~&~'KFS2933'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10884'~&~	~&~'KFS-TEM-KRIM-ADDR-1195'~&~	~&~'1'~&~	~&~'KFS2802'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10885'~&~	~&~'KFS-TEM-KRIM-ADDR-1196'~&~	~&~'1'~&~	~&~'KFS3151'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10886'~&~	~&~'KFS-TEM-KRIM-ADDR-1197'~&~	~&~'1'~&~	~&~'KFS1033'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10887'~&~	~&~'KFS-TEM-KRIM-ADDR-1198'~&~	~&~'1'~&~	~&~'KFS1044'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10888'~&~	~&~'KFS-TEM-KRIM-ADDR-1199'~&~	~&~'1'~&~	~&~'KFS3370'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10889'~&~	~&~'KFS-TEM-KRIM-ADDR-1200'~&~	~&~'1'~&~	~&~'KFS1861'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10890'~&~	~&~'KFS-TEM-KRIM-ADDR-1201'~&~	~&~'1'~&~	~&~'KFS4029'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10891'~&~	~&~'KFS-TEM-KRIM-ADDR-1202'~&~	~&~'1'~&~	~&~'KFS3356'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10892'~&~	~&~'KFS-TEM-KRIM-ADDR-1203'~&~	~&~'1'~&~	~&~'KFS3100'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10893'~&~	~&~'KFS-TEM-KRIM-ADDR-1204'~&~	~&~'1'~&~	~&~'KFS2631'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10894'~&~	~&~'KFS-TEM-KRIM-ADDR-1205'~&~	~&~'1'~&~	~&~'KFS3339'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10895'~&~	~&~'KFS-TEM-KRIM-ADDR-1206'~&~	~&~'1'~&~	~&~'KFS3696'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10896'~&~	~&~'KFS-TEM-KRIM-ADDR-1207'~&~	~&~'1'~&~	~&~'KFS3485'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'East Peltason Dr'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Irvine'~&~	~&~'CA'~&~	~&~'92697'~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
