HEADER[~&~	~&~ENTITY_NM_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~NM_TYP_CD::VARCHAR~&~	~&~FIRST_NM::VARCHAR~&~	~&~MIDDLE_NM::VARCHAR~&~	~&~LAST_NM::VARCHAR~&~	~&~SUFFIX_NM::VARCHAR~&~	~&~PREFIX_NM::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~TITLE_NM::VARCHAR~&~	~&~NOTE_MSG::VARCHAR~&~	~&~NM_CHNG_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS3197'~&~	~&~'KFS3197'~&~	~&~'1'~&~	~&~'KFS3197'~&~	~&~'PRFR'~&~	~&~'LUCY'~&~	~&~'E'~&~	~&~'FELKER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3198'~&~	~&~'KFS3198'~&~	~&~'1'~&~	~&~'KFS3198'~&~	~&~'PRFR'~&~	~&~'HAROLD'~&~	~&~'C'~&~	~&~'BOGARD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3199'~&~	~&~'KFS3199'~&~	~&~'1'~&~	~&~'KFS3199'~&~	~&~'PRFR'~&~	~&~'GEORGIA'~&~	~&~'R'~&~	~&~'KRAUS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3200'~&~	~&~'KFS3200'~&~	~&~'1'~&~	~&~'KFS3200'~&~	~&~'PRFR'~&~	~&~'DEBRA'~&~	~&~'J'~&~	~&~'BINION'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3201'~&~	~&~'KFS3201'~&~	~&~'1'~&~	~&~'KFS3201'~&~	~&~'PRFR'~&~	~&~'ROCCO'~&~	~&~'O'~&~	~&~'CAREY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3202'~&~	~&~'KFS3202'~&~	~&~'1'~&~	~&~'KFS3202'~&~	~&~'PRFR'~&~	~&~'IVORY'~&~	~&~'A'~&~	~&~'KONRAD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3203'~&~	~&~'KFS3203'~&~	~&~'1'~&~	~&~'KFS3203'~&~	~&~'PRFR'~&~	~&~'ADELA'~&~	~&~'O'~&~	~&~'SEITZ'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3204'~&~	~&~'KFS3204'~&~	~&~'1'~&~	~&~'KFS3204'~&~	~&~'PRFR'~&~	~&~'WESLEY'~&~	~&~'F'~&~	~&~'TOM'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3205'~&~	~&~'KFS3205'~&~	~&~'1'~&~	~&~'KFS3205'~&~	~&~'PRFR'~&~	~&~'COLETTE'~&~	~&~'V'~&~	~&~'WENDEL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3206'~&~	~&~'KFS3206'~&~	~&~'1'~&~	~&~'KFS3206'~&~	~&~'PRFR'~&~	~&~'DOUGLAS'~&~	~&~'Y'~&~	~&~'TRUEBLOOD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3207'~&~	~&~'KFS3207'~&~	~&~'1'~&~	~&~'KFS3207'~&~	~&~'PRFR'~&~	~&~'SPENCER'~&~	~&~'E'~&~	~&~'HAFER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3208'~&~	~&~'KFS3208'~&~	~&~'1'~&~	~&~'KFS3208'~&~	~&~'PRFR'~&~	~&~'WILSON'~&~	~&~'W'~&~	~&~'ROE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3209'~&~	~&~'KFS3209'~&~	~&~'1'~&~	~&~'KFS3209'~&~	~&~'PRFR'~&~	~&~'WARREN'~&~	~&~'Z'~&~	~&~'TOLENTINO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3210'~&~	~&~'KFS3210'~&~	~&~'1'~&~	~&~'KFS3210'~&~	~&~'PRFR'~&~	~&~'FLORENCE'~&~	~&~'Y'~&~	~&~'HOGG'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3211'~&~	~&~'KFS3211'~&~	~&~'1'~&~	~&~'KFS3211'~&~	~&~'PRFR'~&~	~&~'MAY'~&~	~&~'O'~&~	~&~'LLOYD'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3212'~&~	~&~'KFS3212'~&~	~&~'1'~&~	~&~'KFS3212'~&~	~&~'PRFR'~&~	~&~'FRANCISCA'~&~	~&~'D'~&~	~&~'STGERMAIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3213'~&~	~&~'KFS3213'~&~	~&~'1'~&~	~&~'KFS3213'~&~	~&~'PRFR'~&~	~&~'JEANINE'~&~	~&~'S'~&~	~&~'DENMAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3214'~&~	~&~'KFS3214'~&~	~&~'1'~&~	~&~'KFS3214'~&~	~&~'PRFR'~&~	~&~'LOUIE'~&~	~&~'Z'~&~	~&~'MILAM'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3215'~&~	~&~'KFS3215'~&~	~&~'1'~&~	~&~'KFS3215'~&~	~&~'PRFR'~&~	~&~'DONA'~&~	~&~'D'~&~	~&~'MARTI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3216'~&~	~&~'KFS3216'~&~	~&~'1'~&~	~&~'KFS3216'~&~	~&~'PRFR'~&~	~&~'GENE'~&~	~&~'P'~&~	~&~'BILLY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3217'~&~	~&~'KFS3217'~&~	~&~'1'~&~	~&~'KFS3217'~&~	~&~'PRFR'~&~	~&~'DWIGHT'~&~	~&~'F'~&~	~&~'BINKLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3218'~&~	~&~'KFS3218'~&~	~&~'1'~&~	~&~'KFS3218'~&~	~&~'PRFR'~&~	~&~'MARGARITO'~&~	~&~'P'~&~	~&~'BROGAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3219'~&~	~&~'KFS3219'~&~	~&~'1'~&~	~&~'KFS3219'~&~	~&~'PRFR'~&~	~&~'MARYELLEN'~&~	~&~'F'~&~	~&~'SAWYER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3220'~&~	~&~'KFS3220'~&~	~&~'1'~&~	~&~'KFS3220'~&~	~&~'PRFR'~&~	~&~'RANDI'~&~	~&~'A'~&~	~&~'GINN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3221'~&~	~&~'KFS3221'~&~	~&~'1'~&~	~&~'KFS3221'~&~	~&~'PRFR'~&~	~&~'MEAGAN'~&~	~&~'V'~&~	~&~'MICELI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3222'~&~	~&~'KFS3222'~&~	~&~'1'~&~	~&~'KFS3222'~&~	~&~'PRFR'~&~	~&~'BOOKER'~&~	~&~'Y'~&~	~&~'WOMBLE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3223'~&~	~&~'KFS3223'~&~	~&~'1'~&~	~&~'KFS3223'~&~	~&~'PRFR'~&~	~&~'ERMA'~&~	~&~'V'~&~	~&~'HYDER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3224'~&~	~&~'KFS3224'~&~	~&~'1'~&~	~&~'KFS3224'~&~	~&~'PRFR'~&~	~&~'DOLLY'~&~	~&~'D'~&~	~&~'KUNZ'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3225'~&~	~&~'KFS3225'~&~	~&~'1'~&~	~&~'KFS3225'~&~	~&~'PRFR'~&~	~&~'ELVIA'~&~	~&~'A'~&~	~&~'SWART'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3226'~&~	~&~'KFS3226'~&~	~&~'1'~&~	~&~'KFS3226'~&~	~&~'PRFR'~&~	~&~'KRIS'~&~	~&~'T'~&~	~&~'GOURLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3227'~&~	~&~'KFS3227'~&~	~&~'1'~&~	~&~'KFS3227'~&~	~&~'PRFR'~&~	~&~'STANLEY'~&~	~&~'M'~&~	~&~'VANSCOY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3228'~&~	~&~'KFS3228'~&~	~&~'1'~&~	~&~'KFS3228'~&~	~&~'PRFR'~&~	~&~'JEFFEREY'~&~	~&~'C'~&~	~&~'MCPHEE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3229'~&~	~&~'KFS3229'~&~	~&~'1'~&~	~&~'KFS3229'~&~	~&~'PRFR'~&~	~&~'CASEY'~&~	~&~'Y'~&~	~&~'HARLAN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3230'~&~	~&~'KFS3230'~&~	~&~'1'~&~	~&~'KFS3230'~&~	~&~'PRFR'~&~	~&~'JOSEPHINE'~&~	~&~'D'~&~	~&~'NEVES'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3231'~&~	~&~'KFS3231'~&~	~&~'1'~&~	~&~'KFS3231'~&~	~&~'PRFR'~&~	~&~'KATHLEEN'~&~	~&~'R'~&~	~&~'BARNES'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3232'~&~	~&~'KFS3232'~&~	~&~'1'~&~	~&~'KFS3232'~&~	~&~'PRFR'~&~	~&~'DEBORAH'~&~	~&~'Q'~&~	~&~'ARNESON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3233'~&~	~&~'KFS3233'~&~	~&~'1'~&~	~&~'KFS3233'~&~	~&~'PRFR'~&~	~&~'EDWIN'~&~	~&~'I'~&~	~&~'FISCUS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3234'~&~	~&~'KFS3234'~&~	~&~'1'~&~	~&~'KFS3234'~&~	~&~'PRFR'~&~	~&~'SOFIA'~&~	~&~'Y'~&~	~&~'MAULDIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3235'~&~	~&~'KFS3235'~&~	~&~'1'~&~	~&~'KFS3235'~&~	~&~'PRFR'~&~	~&~'RICKEY'~&~	~&~'L'~&~	~&~'BALDWIN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3236'~&~	~&~'KFS3236'~&~	~&~'1'~&~	~&~'KFS3236'~&~	~&~'PRFR'~&~	~&~'VANCE'~&~	~&~'B'~&~	~&~'MADDUX'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3237'~&~	~&~'KFS3237'~&~	~&~'1'~&~	~&~'KFS3237'~&~	~&~'PRFR'~&~	~&~'CASSANDRA'~&~	~&~'I'~&~	~&~'NEWTON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3238'~&~	~&~'KFS3238'~&~	~&~'1'~&~	~&~'KFS3238'~&~	~&~'PRFR'~&~	~&~'CORRINE'~&~	~&~'Z'~&~	~&~'MCCUE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3239'~&~	~&~'KFS3239'~&~	~&~'1'~&~	~&~'KFS3239'~&~	~&~'PRFR'~&~	~&~'MARIA'~&~	~&~'D'~&~	~&~'LUNN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3240'~&~	~&~'KFS3240'~&~	~&~'1'~&~	~&~'KFS3240'~&~	~&~'PRFR'~&~	~&~'AILEEN'~&~	~&~'Q'~&~	~&~'SOLLARS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3241'~&~	~&~'KFS3241'~&~	~&~'1'~&~	~&~'KFS3241'~&~	~&~'PRFR'~&~	~&~'NOELLE'~&~	~&~'S'~&~	~&~'LOEB'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3242'~&~	~&~'KFS3242'~&~	~&~'1'~&~	~&~'KFS3242'~&~	~&~'PRFR'~&~	~&~'CHRISTY'~&~	~&~'G'~&~	~&~'UNRUH'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3243'~&~	~&~'KFS3243'~&~	~&~'1'~&~	~&~'KFS3243'~&~	~&~'PRFR'~&~	~&~'MARCI'~&~	~&~'S'~&~	~&~'SLUSHER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3244'~&~	~&~'KFS3244'~&~	~&~'1'~&~	~&~'KFS3244'~&~	~&~'PRFR'~&~	~&~'MAGDALENA'~&~	~&~'J'~&~	~&~'IRIZARRY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3245'~&~	~&~'KFS3245'~&~	~&~'1'~&~	~&~'KFS3245'~&~	~&~'PRFR'~&~	~&~'KELSEY'~&~	~&~'R'~&~	~&~'MENESES'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3246'~&~	~&~'KFS3246'~&~	~&~'1'~&~	~&~'KFS3246'~&~	~&~'PRFR'~&~	~&~'MOLLIE'~&~	~&~'E'~&~	~&~'SANDOVAL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3247'~&~	~&~'KFS3247'~&~	~&~'1'~&~	~&~'KFS3247'~&~	~&~'PRFR'~&~	~&~'ROBT'~&~	~&~'Q'~&~	~&~'DEGROOT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3248'~&~	~&~'KFS3248'~&~	~&~'1'~&~	~&~'KFS3248'~&~	~&~'PRFR'~&~	~&~'ALLAN'~&~	~&~'H'~&~	~&~'SEXTON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3249'~&~	~&~'KFS3249'~&~	~&~'1'~&~	~&~'KFS3249'~&~	~&~'PRFR'~&~	~&~'MITCH'~&~	~&~'U'~&~	~&~'FUNKHOUSER'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3250'~&~	~&~'KFS3250'~&~	~&~'1'~&~	~&~'KFS3250'~&~	~&~'PRFR'~&~	~&~'FREDDY'~&~	~&~'U'~&~	~&~'CROSSLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3251'~&~	~&~'KFS3251'~&~	~&~'1'~&~	~&~'KFS3251'~&~	~&~'PRFR'~&~	~&~'BETTE'~&~	~&~'Q'~&~	~&~'OLIVEIRA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3252'~&~	~&~'KFS3252'~&~	~&~'1'~&~	~&~'KFS3252'~&~	~&~'PRFR'~&~	~&~'TAMIKA'~&~	~&~'I'~&~	~&~'FORSYTH'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3253'~&~	~&~'KFS3253'~&~	~&~'1'~&~	~&~'KFS3253'~&~	~&~'PRFR'~&~	~&~'MAUDE'~&~	~&~'K'~&~	~&~'LYNN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3254'~&~	~&~'KFS3254'~&~	~&~'1'~&~	~&~'KFS3254'~&~	~&~'PRFR'~&~	~&~'FREDDY'~&~	~&~'A'~&~	~&~'HARR'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3255'~&~	~&~'KFS3255'~&~	~&~'1'~&~	~&~'KFS3255'~&~	~&~'PRFR'~&~	~&~'HALEY'~&~	~&~'Y'~&~	~&~'KRUG'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3256'~&~	~&~'KFS3256'~&~	~&~'1'~&~	~&~'KFS3256'~&~	~&~'PRFR'~&~	~&~'BROCK'~&~	~&~'H'~&~	~&~'SUZUKI'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3257'~&~	~&~'KFS3257'~&~	~&~'1'~&~	~&~'KFS3257'~&~	~&~'PRFR'~&~	~&~'ROLLAND'~&~	~&~'J'~&~	~&~'BRANNEN'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3258'~&~	~&~'KFS3258'~&~	~&~'1'~&~	~&~'KFS3258'~&~	~&~'PRFR'~&~	~&~'FANNIE'~&~	~&~'W'~&~	~&~'BRANTON'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3259'~&~	~&~'KFS3259'~&~	~&~'1'~&~	~&~'KFS3259'~&~	~&~'PRFR'~&~	~&~'LENA'~&~	~&~'U'~&~	~&~'BOSWORTH'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3260'~&~	~&~'KFS3260'~&~	~&~'1'~&~	~&~'KFS3260'~&~	~&~'PRFR'~&~	~&~'LACEY'~&~	~&~'C'~&~	~&~'NEVINS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3261'~&~	~&~'KFS3261'~&~	~&~'1'~&~	~&~'KFS3261'~&~	~&~'PRFR'~&~	~&~'ALLIE'~&~	~&~'I'~&~	~&~'KINGSLEY'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3262'~&~	~&~'KFS3262'~&~	~&~'1'~&~	~&~'KFS3262'~&~	~&~'PRFR'~&~	~&~'SONNY'~&~	~&~'W'~&~	~&~'KEPHART'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
