HEADER[~&~	~&~ENTITY_PHONE_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENT_TYP_CD::VARCHAR~&~	~&~PHONE_TYP_CD::VARCHAR~&~	~&~PHONE_NBR::VARCHAR~&~	~&~PHONE_EXTN_NBR::VARCHAR~&~	~&~POSTAL_CNTRY_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'10900'~&~	~&~'KFS-TEM-KRIM-PHONE-0673'~&~	~&~'1'~&~	~&~'KFS3822'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10901'~&~	~&~'KFS-TEM-KRIM-PHONE-0674'~&~	~&~'1'~&~	~&~'KFS3968'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10902'~&~	~&~'KFS-TEM-KRIM-PHONE-0675'~&~	~&~'1'~&~	~&~'KFS3053'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10903'~&~	~&~'KFS-TEM-KRIM-PHONE-0676'~&~	~&~'1'~&~	~&~'KFS2921'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10904'~&~	~&~'KFS-TEM-KRIM-PHONE-0677'~&~	~&~'1'~&~	~&~'KFS1066'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10905'~&~	~&~'KFS-TEM-KRIM-PHONE-0678'~&~	~&~'1'~&~	~&~'KFS4001'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10906'~&~	~&~'KFS-TEM-KRIM-PHONE-0679'~&~	~&~'1'~&~	~&~'KFS2788'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10907'~&~	~&~'KFS-TEM-KRIM-PHONE-0680'~&~	~&~'1'~&~	~&~'KFS1089'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10908'~&~	~&~'KFS-TEM-KRIM-PHONE-0681'~&~	~&~'1'~&~	~&~'KFS3070'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10909'~&~	~&~'KFS-TEM-KRIM-PHONE-0682'~&~	~&~'1'~&~	~&~'KFS3602'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10910'~&~	~&~'KFS-TEM-KRIM-PHONE-0683'~&~	~&~'1'~&~	~&~'KFS4018'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10911'~&~	~&~'KFS-TEM-KRIM-PHONE-0684'~&~	~&~'1'~&~	~&~'KFS3206'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10912'~&~	~&~'KFS-TEM-KRIM-PHONE-0685'~&~	~&~'1'~&~	~&~'KFS3471'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10913'~&~	~&~'KFS-TEM-KRIM-PHONE-0686'~&~	~&~'1'~&~	~&~'KFS3079'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10914'~&~	~&~'KFS-TEM-KRIM-PHONE-0687'~&~	~&~'1'~&~	~&~'KFS1004'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10915'~&~	~&~'KFS-TEM-KRIM-PHONE-0688'~&~	~&~'1'~&~	~&~'KFS3876'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10916'~&~	~&~'KFS-TEM-KRIM-PHONE-0689'~&~	~&~'1'~&~	~&~'KFS3971'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10917'~&~	~&~'KFS-TEM-KRIM-PHONE-0690'~&~	~&~'1'~&~	~&~'KFS1100'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10918'~&~	~&~'KFS-TEM-KRIM-PHONE-0691'~&~	~&~'1'~&~	~&~'KFS2899'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10919'~&~	~&~'KFS-TEM-KRIM-PHONE-0692'~&~	~&~'1'~&~	~&~'KFS3229'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10920'~&~	~&~'KFS-TEM-KRIM-PHONE-0693'~&~	~&~'1'~&~	~&~'KFS3659'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10921'~&~	~&~'KFS-TEM-KRIM-PHONE-0694'~&~	~&~'1'~&~	~&~'KFS3058'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10922'~&~	~&~'KFS-TEM-KRIM-PHONE-0695'~&~	~&~'1'~&~	~&~'KFS3725'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10923'~&~	~&~'KFS-TEM-KRIM-PHONE-0696'~&~	~&~'1'~&~	~&~'KFS2811'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10924'~&~	~&~'KFS-TEM-KRIM-PHONE-0697'~&~	~&~'1'~&~	~&~'KFS4022'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10925'~&~	~&~'KFS-TEM-KRIM-PHONE-0698'~&~	~&~'1'~&~	~&~'KFS3142'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10926'~&~	~&~'KFS-TEM-KRIM-PHONE-0699'~&~	~&~'1'~&~	~&~'KFS3395'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10927'~&~	~&~'KFS-TEM-KRIM-PHONE-0700'~&~	~&~'1'~&~	~&~'KFS3580'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10928'~&~	~&~'KFS-TEM-KRIM-PHONE-0701'~&~	~&~'1'~&~	~&~'KFS1085'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10929'~&~	~&~'KFS-TEM-KRIM-PHONE-0702'~&~	~&~'1'~&~	~&~'KFS3665'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10930'~&~	~&~'KFS-TEM-KRIM-PHONE-0703'~&~	~&~'1'~&~	~&~'KFS2858'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10931'~&~	~&~'KFS-TEM-KRIM-PHONE-0704'~&~	~&~'1'~&~	~&~'KFS3116'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10932'~&~	~&~'KFS-TEM-KRIM-PHONE-0705'~&~	~&~'1'~&~	~&~'KFS3295'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10933'~&~	~&~'KFS-TEM-KRIM-PHONE-0706'~&~	~&~'1'~&~	~&~'KFS3222'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10934'~&~	~&~'KFS-TEM-KRIM-PHONE-0707'~&~	~&~'1'~&~	~&~'KFS3386'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10935'~&~	~&~'KFS-TEM-KRIM-PHONE-0708'~&~	~&~'1'~&~	~&~'KFS2771'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10936'~&~	~&~'KFS-TEM-KRIM-PHONE-0709'~&~	~&~'1'~&~	~&~'KFS3791'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10937'~&~	~&~'KFS-TEM-KRIM-PHONE-0710'~&~	~&~'1'~&~	~&~'KFS1069'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10938'~&~	~&~'KFS-TEM-KRIM-PHONE-0711'~&~	~&~'1'~&~	~&~'KFS3706'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10939'~&~	~&~'KFS-TEM-KRIM-PHONE-0712'~&~	~&~'1'~&~	~&~'KFS4007'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10940'~&~	~&~'KFS-TEM-KRIM-PHONE-0713'~&~	~&~'1'~&~	~&~'KFS2871'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10941'~&~	~&~'KFS-TEM-KRIM-PHONE-0714'~&~	~&~'1'~&~	~&~'KFS1117'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10942'~&~	~&~'KFS-TEM-KRIM-PHONE-0715'~&~	~&~'1'~&~	~&~'KFS3607'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10943'~&~	~&~'KFS-TEM-KRIM-PHONE-0716'~&~	~&~'1'~&~	~&~'KFS2847'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10944'~&~	~&~'KFS-TEM-KRIM-PHONE-0717'~&~	~&~'1'~&~	~&~'KFS3086'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10945'~&~	~&~'KFS-TEM-KRIM-PHONE-0718'~&~	~&~'1'~&~	~&~'KFS3089'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10946'~&~	~&~'KFS-TEM-KRIM-PHONE-0719'~&~	~&~'1'~&~	~&~'KFS2646'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10947'~&~	~&~'KFS-TEM-KRIM-PHONE-0720'~&~	~&~'1'~&~	~&~'KFS3097'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10948'~&~	~&~'KFS-TEM-KRIM-PHONE-0721'~&~	~&~'1'~&~	~&~'KFS3209'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10949'~&~	~&~'KFS-TEM-KRIM-PHONE-0722'~&~	~&~'1'~&~	~&~'KFS3482'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10950'~&~	~&~'KFS-TEM-KRIM-PHONE-0723'~&~	~&~'1'~&~	~&~'KFS3027'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10951'~&~	~&~'KFS-TEM-KRIM-PHONE-0724'~&~	~&~'1'~&~	~&~'KFS2856'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10952'~&~	~&~'KFS-TEM-KRIM-PHONE-0725'~&~	~&~'1'~&~	~&~'KFS2915'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10953'~&~	~&~'KFS-TEM-KRIM-PHONE-0726'~&~	~&~'1'~&~	~&~'KFS1676'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10954'~&~	~&~'KFS-TEM-KRIM-PHONE-0727'~&~	~&~'1'~&~	~&~'KFS2751'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10955'~&~	~&~'KFS-TEM-KRIM-PHONE-0728'~&~	~&~'1'~&~	~&~'KFS3699'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10956'~&~	~&~'KFS-TEM-KRIM-PHONE-0729'~&~	~&~'1'~&~	~&~'KFS1054'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10957'~&~	~&~'KFS-TEM-KRIM-PHONE-0730'~&~	~&~'1'~&~	~&~'KFS1099'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10958'~&~	~&~'KFS-TEM-KRIM-PHONE-0731'~&~	~&~'1'~&~	~&~'KFS3214'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10959'~&~	~&~'KFS-TEM-KRIM-PHONE-0732'~&~	~&~'1'~&~	~&~'KFS3450'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10960'~&~	~&~'KFS-TEM-KRIM-PHONE-0733'~&~	~&~'1'~&~	~&~'KFS3978'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10961'~&~	~&~'KFS-TEM-KRIM-PHONE-0734'~&~	~&~'1'~&~	~&~'KFS3572'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10962'~&~	~&~'KFS-TEM-KRIM-PHONE-0735'~&~	~&~'1'~&~	~&~'KFS2841'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10963'~&~	~&~'KFS-TEM-KRIM-PHONE-0736'~&~	~&~'1'~&~	~&~'KFS3568'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10964'~&~	~&~'KFS-TEM-KRIM-PHONE-0737'~&~	~&~'1'~&~	~&~'KFS3328'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10965'~&~	~&~'KFS-TEM-KRIM-PHONE-0738'~&~	~&~'1'~&~	~&~'KFS3123'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10966'~&~	~&~'KFS-TEM-KRIM-PHONE-0739'~&~	~&~'1'~&~	~&~'KFS3664'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10967'~&~	~&~'KFS-TEM-KRIM-PHONE-0740'~&~	~&~'1'~&~	~&~'KFS3345'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10968'~&~	~&~'KFS-TEM-KRIM-PHONE-0741'~&~	~&~'1'~&~	~&~'KFS3264'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10969'~&~	~&~'KFS-TEM-KRIM-PHONE-0742'~&~	~&~'1'~&~	~&~'KFS3755'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10970'~&~	~&~'KFS-TEM-KRIM-PHONE-0743'~&~	~&~'1'~&~	~&~'KFS2651'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10971'~&~	~&~'KFS-TEM-KRIM-PHONE-0744'~&~	~&~'1'~&~	~&~'KFS1165'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10972'~&~	~&~'KFS-TEM-KRIM-PHONE-0745'~&~	~&~'1'~&~	~&~'KFS3663'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10973'~&~	~&~'KFS-TEM-KRIM-PHONE-0746'~&~	~&~'1'~&~	~&~'KFS3713'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10974'~&~	~&~'KFS-TEM-KRIM-PHONE-0747'~&~	~&~'1'~&~	~&~'KFS3306'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10975'~&~	~&~'KFS-TEM-KRIM-PHONE-0748'~&~	~&~'1'~&~	~&~'KFS3649'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10976'~&~	~&~'KFS-TEM-KRIM-PHONE-0749'~&~	~&~'1'~&~	~&~'KFS2657'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'10977'~&~	~&~'KFS-TEM-KRIM-PHONE-0750'~&~	~&~'1'~&~	~&~'KFS2963'~&~	~&~'PERSON'~&~	~&~'WRK'~&~	~&~'800-555-1212'~&~	~&~NULL~&~	~&~'US'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
